serial,datetime,event,value,selection,user,credits,location,readout
201447098,2017-11-02 06:34:57,free credit added,5000,0,161,5600,251,13
201447098,2017-11-02 06:35:11,vend with free credit,400,5,161,5200,251,13
201447098,2017-11-02 06:39:54,free credit added,5000,0,247,5000,251,13
201447098,2017-11-02 06:40:05,vend with free credit,400,5,247,4600,251,13
201447098,2017-11-02 06:43:51,vend with free credit,850,0,247,3750,251,13
201447098,2017-11-02 06:50:11,free credit added,5000,0,697,5000,251,13
201447098,2017-11-02 06:50:29,vend with free credit,500,0,697,4500,251,13
201447098,2017-11-02 06:51:21,free credit added,5000,0,318,5050,251,13
201447098,2017-11-02 06:51:29,vend with free credit,500,0,318,4550,251,13
201447098,2017-11-02 06:51:47,vend with free credit,350,4,318,4200,251,13
201447098,2017-11-02 07:13:16,vend paid with cash,350,4,0,0,251,13
201447098,2017-11-02 07:13:40,vend paid with cash,500,0,0,0,251,13
201447098,2017-11-02 07:15:52,vend with free credit,400,5,161,4800,251,13
201447098,2017-11-02 07:49:01,free credit added,5000,0,677,5300,251,13
201447098,2017-11-02 07:49:10,vend with free credit,350,4,677,4950,251,13
201447098,2017-11-02 07:49:45,vend with free credit,400,5,677,4550,251,13
201447098,2017-11-02 08:00:42,free credit added,5000,0,281,5000,251,13
201447098,2017-11-02 08:01:18,vend with free credit,800,0,281,4200,251,13
201447098,2017-11-02 08:46:57,free credit added,5000,0,737,5250,251,13
201447098,2017-11-02 08:47:43,vend with free credit,500,0,737,4750,251,13
201447098,2017-11-02 08:48:29,vend with free credit,500,0,737,4250,251,13
201447098,2017-11-02 08:54:45,free credit added,5000,0,87,5150,251,13
201447098,2017-11-02 08:54:45,free credit substituted,150,0,87,5000,251,13
201447098,2017-11-02 08:54:56,vend with free credit,500,0,87,4500,251,13
201447098,2017-11-02 09:10:19,vend with free credit,350,4,697,4150,251,13
201447098,2017-11-02 09:19:38,free credit added,5000,0,40,5350,251,13
201447098,2017-11-02 09:19:47,vend with free credit,350,4,40,5000,251,13
201447098,2017-11-02 09:54:08,free credit added,5000,0,51,9300,251,13
201447098,2017-11-02 09:54:08,free credit substituted,4300,0,51,5000,251,13
201447098,2017-11-02 09:54:27,vend with free credit,400,5,51,4600,251,13
201447098,2017-11-02 09:57:57,free credit added,5000,0,701,5000,251,13
201447098,2017-11-02 09:58:09,vend with free credit,1300,0,701,3700,251,13
201447098,2017-11-02 09:58:33,free credit added,5000,0,34,5100,251,13
201447098,2017-11-02 09:58:33,free credit substituted,100,0,34,5000,251,13
201447098,2017-11-02 09:58:43,vend with free credit,700,0,34,4300,251,13
201447098,2017-11-02 10:00:47,vend with free credit,800,0,34,3500,251,13
201447098,2017-11-02 10:05:14,vend paid with cash,700,0,0,0,251,13
201447098,2017-11-02 10:14:30,free credit added,5000,0,171,5200,251,13
201447098,2017-11-02 10:14:30,free credit substituted,200,0,171,5000,251,13
201447098,2017-11-02 10:14:53,vend with free credit,350,4,171,4650,251,13
201447098,2017-11-02 10:17:03,free credit added,5000,0,165,5000,251,13
201447098,2017-11-02 10:17:15,vend with free credit,400,5,165,4600,251,13
201447098,2017-11-02 10:25:21,free credit added,5000,0,478,5200,251,13
201447098,2017-11-02 10:25:21,free credit substituted,200,0,478,5000,251,13
201447098,2017-11-02 10:25:31,vend with free credit,400,5,478,4600,251,13
201447098,2017-11-02 10:30:54,vend paid with cash,400,5,0,0,251,13
201447098,2017-11-02 10:39:11,vend with free credit,350,4,318,3850,251,13
201447098,2017-11-02 10:42:10,vend with free credit,800,0,701,2900,251,13
201447098,2017-11-02 10:42:31,vend with free credit,350,4,701,2550,251,13
201447098,2017-11-02 11:04:32,vend with free credit,350,4,167,4950,251,13
201447098,2017-11-02 11:13:17,free credit added,5000,0,593,5000,251,13
201447098,2017-11-02 11:13:39,vend with free credit,500,0,593,4500,251,13
201447098,2017-11-02 11:20:26,vend with free credit,350,4,355,4950,251,13
201447098,2017-11-02 11:29:42,free credit added,5000,0,42,5050,251,13
201447098,2017-11-02 11:29:42,free credit substituted,50,0,42,5000,251,13
201447098,2017-11-02 11:29:59,vend with free credit,850,0,42,4150,251,13
201447098,2017-11-02 12:02:23,vend with free credit,500,0,187,4100,251,13
201447098,2017-11-02 12:08:39,free credit added,5000,0,180,5000,251,13
201447098,2017-11-02 12:09:00,vend with free credit,500,0,180,4500,251,13
201447098,2017-11-02 12:18:12,vend with free credit,700,0,88,3300,251,13
201447098,2017-11-02 12:18:37,vend with free credit,700,0,88,2600,251,13
201447098,2017-11-02 12:30:20,free credit added,5000,0,133,7550,251,13
201447098,2017-11-02 12:30:20,free credit substituted,2550,0,133,5000,251,13
201447098,2017-11-02 12:30:35,vend with free credit,350,4,133,4650,251,13
201447098,2017-11-02 13:15:30,vend with free credit,600,0,34,2900,251,13
201447098,2017-11-02 13:22:08,free credit added,5000,0,738,5000,251,13
201447098,2017-11-02 13:22:15,vend with free credit,350,4,738,4650,251,13
201447098,2017-11-02 13:28:26,vend with free credit,400,5,742,4250,251,13
201447098,2017-11-02 13:28:47,vend with free credit,350,4,742,3900,251,13
201447098,2017-11-02 14:27:34,free credit added,5000,0,679,5350,251,13
201447098,2017-11-02 14:27:34,free credit substituted,350,0,679,5000,251,13
201447098,2017-11-02 14:27:43,vend with free credit,700,0,679,4300,251,13
201447098,2017-11-02 14:59:43,vend with free credit,700,0,742,3200,251,13
201447098,2017-11-02 15:39:20,vend with free credit,1300,0,281,2900,251,13
201447098,2017-11-02 22:35:51,vend paid with cash,850,0,0,0,251,13
201447098,2017-11-03 03:44:21,vend with free credit,500,0,42,3650,251,13
201447098,2017-11-03 03:51:48,vend with free credit,500,0,180,4000,251,13
201447098,2017-11-03 03:52:10,vend with free credit,350,4,677,4200,251,13
201447098,2017-11-03 03:53:26,vend with free credit,350,4,41,4300,251,13
201447098,2017-11-03 03:56:54,free credit added,5000,0,743,5400,251,13
201447098,2017-11-03 03:57:16,vend with free credit,400,5,743,5000,251,13
201447098,2017-11-03 03:57:32,vend with free credit,350,4,743,4650,251,13
201447098,2017-11-03 03:59:15,vend with free credit,350,4,130,4300,251,13
201447098,2017-11-03 04:00:13,free credit added,5000,0,31,5000,251,13
201447098,2017-11-03 04:00:22,vend with free credit,500,0,31,4500,251,13
201447098,2017-11-03 04:01:37,free credit added,5000,0,173,5000,251,13
201447098,2017-11-03 04:01:42,vend with free credit,350,4,173,4650,251,13
201447098,2017-11-03 04:02:36,vend with free credit,500,0,173,4150,251,13
201447098,2017-11-03 04:27:27,vend with free credit,850,0,83,2900,251,13
201447098,2017-11-03 04:42:49,vend with free credit,1300,0,281,1600,251,13
201447098,2017-11-03 04:48:58,vend with free credit,700,0,173,3450,251,13
201447098,2017-11-03 04:51:17,free credit added,5000,0,162,5600,251,13
201447098,2017-11-03 04:51:17,free credit substituted,550,0,162,5050,251,13
201447098,2017-11-03 04:51:30,vend with free credit,400,5,162,4650,251,13
201447098,2017-11-03 05:07:04,vend with free credit,350,4,167,4600,251,13
201447098,2017-11-03 05:08:34,vend with free credit,350,4,166,4700,251,13
201447098,2017-11-03 05:16:58,free credit added,5000,0,22,5100,251,13
201447098,2017-11-03 05:17:15,vend with free credit,500,0,22,4600,251,13
201447098,2017-11-03 05:26:05,vend with free credit,350,4,32,4900,251,13
201447098,2017-11-03 05:34:44,free credit added,5000,0,184,5000,251,13
201447098,2017-11-03 05:35:03,vend with free credit,700,0,184,4300,251,13
201447098,2017-11-03 05:53:46,free credit added,5000,0,44,5100,251,13
201447098,2017-11-03 05:53:55,vend with free credit,350,4,44,4750,251,13
201447098,2017-11-03 05:54:41,vend with free credit,350,4,697,3800,251,13
201447098,2017-11-03 05:55:29,vend with free credit,350,4,697,3450,251,13
201447098,2017-11-03 06:18:21,vend with free credit,350,4,38,4150,251,13
201447098,2017-11-03 06:19:27,vend with free credit,800,0,38,3350,251,13
201447098,2017-11-03 06:44:40,vend with free credit,400,5,173,3050,251,13
201447098,2017-11-03 06:45:31,free credit added,5000,0,518,5550,251,13
201447098,2017-11-03 06:45:31,free credit substituted,500,0,518,5050,251,13
201447098,2017-11-03 06:45:42,vend with free credit,700,0,518,4350,251,13
201447098,2017-11-03 06:56:17,vend paid with cash,700,0,0,0,251,13
201447098,2017-11-03 06:58:24,free credit added,5000,0,135,6100,251,13
201447098,2017-11-03 06:58:43,vend with free credit,400,5,135,5700,251,13
201447098,2017-11-03 07:04:23,vend with free credit,1300,0,281,300,251,13
201447098,2017-11-03 07:13:12,free credit added,5000,0,7,5000,251,13
201447098,2017-11-03 07:13:21,vend with free credit,400,5,7,4600,251,13
201447098,2017-11-03 07:38:20,free credit added,5000,0,313,5250,251,13
201447098,2017-11-03 07:38:20,free credit substituted,250,0,313,5000,251,13
201447098,2017-11-03 07:38:30,vend with free credit,350,4,313,4650,251,13
201447098,2017-11-03 07:41:22,vend with free credit,500,0,318,3350,251,13
201447098,2017-11-03 08:19:58,vend with free credit,400,5,701,2150,251,13
201447098,2017-11-03 08:20:21,vend with free credit,350,4,701,1800,251,13
201447098,2017-11-03 08:37:19,vend with free credit,400,5,161,4400,251,13
201447098,2017-11-03 08:39:29,vend with free credit,400,5,88,2200,251,13
201447098,2017-11-03 08:48:26,vend with free credit,700,0,42,2950,251,13
201447098,2017-11-03 08:48:45,vend with free credit,850,0,42,2100,251,13
201447098,2017-11-03 09:59:58,vend with free credit,800,0,32,4100,251,13
201447098,2017-11-03 10:00:11,vend with free credit,800,0,32,3300,251,13
201447098,2017-11-03 11:06:42,vend with free credit,600,0,173,2450,251,13
201447098,2017-11-03 11:12:13,free credit added,5000,0,14,5200,251,13
201447098,2017-11-03 11:12:13,free credit substituted,200,0,14,5000,251,13
201447098,2017-11-03 11:12:22,vend with free credit,850,0,14,4150,251,13
201447098,2017-11-03 12:01:35,vend paid with cash,700,0,0,0,251,13
201447098,2017-11-03 12:26:32,vend with free credit,700,0,679,3600,251,13
201447098,2017-11-05 22:25:21,vend paid with cash,850,0,0,0,251,13
201447098,2017-11-06 02:57:41,free credit added,5000,0,168,5100,251,13
201447098,2017-11-06 02:57:41,free credit substituted,100,0,168,5000,251,13
201447098,2017-11-06 02:57:50,vend with free credit,350,4,168,4650,251,13
201447098,2017-11-06 03:04:10,vend with free credit,350,4,83,2550,251,13
201447098,2017-11-06 03:24:10,free credit added,5000,0,182,5000,251,13
201447098,2017-11-06 03:24:30,vend with free credit,500,0,182,4500,251,13
201447098,2017-11-06 03:24:43,vend with free credit,500,0,182,4000,251,13
201447098,2017-11-06 03:24:54,vend with free credit,500,0,182,3500,251,13
201447098,2017-11-06 03:25:06,vend with free credit,500,0,182,3000,251,13
201447098,2017-11-06 03:25:18,vend with free credit,500,0,182,2500,251,13
201447098,2017-11-06 03:25:29,vend with free credit,500,0,182,2000,251,13
201447098,2017-11-06 03:25:42,vend with free credit,500,0,182,1500,251,13
201447098,2017-11-06 03:25:53,vend with free credit,500,0,182,1000,251,13
201447098,2017-11-06 03:29:07,vend with free credit,500,0,38,2850,251,13
201447098,2017-11-06 03:29:25,vend with free credit,500,0,38,2350,251,13
201447098,2017-11-06 03:35:32,vend with free credit,350,4,6,4380,251,13
201447098,2017-11-06 03:48:24,vend with free credit,350,4,41,3950,251,13
201447098,2017-11-06 03:50:12,vend with free credit,350,4,130,3950,251,13
201447098,2017-11-06 03:52:59,vend with free credit,700,0,88,1500,251,13
201447098,2017-11-06 04:28:43,vend with free credit,400,5,173,2050,251,13
201447098,2017-11-06 04:29:00,vend with free credit,850,0,173,1200,251,13
201447098,2017-11-06 04:39:45,free credit added,5000,0,134,5150,251,13
201447098,2017-11-06 04:39:45,free credit substituted,150,0,134,5000,251,13
201447098,2017-11-06 04:39:54,vend with free credit,400,5,134,4600,251,13
201447098,2017-11-06 04:40:14,vend with free credit,500,0,134,4100,251,13
201447098,2017-11-06 04:41:41,free credit added,5000,0,178,5000,251,13
201447098,2017-11-06 04:42:10,vend with free credit,800,0,178,4200,251,13
201447098,2017-11-06 04:44:55,free credit added,5000,0,30,5000,251,13
201447098,2017-11-06 04:45:10,vend with free credit,500,0,30,4500,251,13
201447098,2017-11-06 04:45:20,free credit added,5000,0,85,5600,251,13
201447098,2017-11-06 04:45:20,free credit substituted,600,0,85,5000,251,13
201447098,2017-11-06 04:45:39,vend with free credit,400,5,85,4600,251,13
201447098,2017-11-06 04:46:09,vend with free credit,350,4,167,4250,251,13
201447098,2017-11-06 04:47:12,vend with free credit,350,4,166,4350,251,13
201447098,2017-11-06 04:48:55,vend with free credit,350,4,38,2000,251,13
201447098,2017-11-06 04:57:13,vend with free credit,350,4,355,4600,251,13
201447098,2017-11-06 04:58:14,vend with free credit,500,0,22,4100,251,13
201447098,2017-11-06 05:03:34,vend with free credit,350,4,743,4300,251,13
201447098,2017-11-06 05:14:42,vend with free credit,350,4,677,3850,251,13
201447098,2017-11-06 05:49:12,vend with free credit,400,5,44,4350,251,13
201447098,2017-11-06 06:08:03,vend with free credit,350,4,133,4300,251,13
201447098,2017-11-06 06:10:33,vend with free credit,350,4,40,4300,251,13
201447098,2017-11-06 06:12:45,vend with free credit,400,5,173,800,251,13
201447098,2017-11-06 06:13:16,vend with free credit,400,5,88,1100,251,13
201447098,2017-11-06 06:20:27,free credit added,5000,0,163,5000,251,13
201447098,2017-11-06 06:20:37,vend with free credit,850,0,163,4150,251,13
201447098,2017-11-06 06:57:28,vend with free credit,950,0,318,2400,251,13
201447098,2017-11-06 07:15:44,free credit added,5000,0,319,5100,251,13
201447098,2017-11-06 07:15:44,free credit substituted,100,0,319,5000,251,13
201447098,2017-11-06 07:15:53,vend with free credit,350,4,319,4650,251,13
201447098,2017-11-06 07:22:00,vend with free credit,700,0,677,3150,251,13
201447098,2017-11-06 07:23:23,vend with free credit,400,5,161,4000,251,13
201447098,2017-11-06 07:26:32,vend with free credit,350,4,162,4300,251,13
201447098,2017-11-06 07:30:07,free credit added,5000,0,23,5050,251,13
201447098,2017-11-06 07:30:20,vend with free credit,400,5,23,4650,251,13
201447098,2017-11-06 07:30:43,vend paid with cash,350,4,0,0,251,13
201447098,2017-11-06 07:39:51,vend paid with cash,700,0,0,0,251,13
201447098,2017-11-06 07:40:39,vend with free credit,500,0,187,3600,251,13
201447098,2017-11-06 07:50:37,vend with free credit,500,0,51,4100,251,13
201447098,2017-11-06 08:38:31,vend with free credit,500,0,38,1500,251,13
201447098,2017-11-06 08:38:57,vend with free credit,500,0,38,1000,251,13
201447098,2017-11-06 08:39:16,vend with free credit,500,0,38,500,251,13
201447098,2017-11-06 08:56:23,vend with free credit,500,0,38,0,251,13
201447098,2017-11-06 09:25:35,vend with free credit,700,0,737,3550,251,13
201447098,2017-11-06 10:02:33,vend with free credit,800,0,165,3800,251,13
201447098,2017-11-06 10:18:08,vend with free credit,350,4,135,5350,251,13
201447098,2017-11-06 10:25:54,vend with free credit,850,0,163,3300,251,13
201447098,2017-11-06 10:40:36,vend with free credit,500,0,180,3500,251,13
201447098,2017-11-06 10:46:43,free credit added,5000,0,506,5000,251,13
201447098,2017-11-06 10:46:50,vend with free credit,1300,0,506,3700,251,13
201447098,2017-11-06 11:06:51,vend paid with cash,500,0,0,0,251,13
201447098,2017-11-06 11:31:38,vend with free credit,400,5,88,700,251,13
201447098,2017-11-06 11:36:05,vend with free credit,400,5,7,4200,251,13
201447098,2017-11-06 11:43:43,vend with free credit,400,5,173,400,251,13
201447098,2017-11-06 11:43:58,vend with free credit,400,5,173,0,251,13
201447098,2017-11-06 11:54:29,vend with free credit,700,0,593,3800,251,13
201447098,2017-11-06 11:54:50,vend with free credit,800,0,134,3300,251,13
201447098,2017-11-06 12:05:58,vend with free credit,500,0,313,4150,251,13
201447098,2017-11-06 12:20:16,vend with free credit,500,0,182,500,251,13
201447098,2017-11-06 12:28:07,vend paid with cash,400,5,0,0,251,13
201447098,2017-11-06 12:28:22,free credit added,5000,0,103,200,251,13
201447098,2017-11-06 12:28:22,free credit substituted,200,0,103,0,251,13
201447098,2017-11-06 12:28:39,free credit added,5000,0,264,5100,251,13
201447098,2017-11-06 12:29:29,vend with free credit,800,0,264,4300,251,13
201447098,2017-11-06 12:29:54,vend with free credit,500,0,264,3800,251,13
201447098,2017-11-06 12:30:45,vend with free credit,400,5,264,3400,251,13
201447098,2017-11-06 12:31:04,vend with free credit,700,0,88,0,251,13
201447098,2017-11-06 12:31:22,free credit added,5000,0,17,5060,251,13
201447098,2017-11-06 12:31:26,vend with free credit,350,4,17,4710,251,13
201447098,2017-11-06 12:32:04,vend with free credit,350,4,6,4030,251,13
201447098,2017-11-06 12:34:27,vend with free credit,350,4,133,3950,251,13
201447098,2017-11-06 12:36:00,vend with free credit,350,4,738,4300,251,13
201447098,2017-11-06 12:45:31,vend with free credit,700,0,742,2500,251,13
201447098,2017-11-06 12:47:29,free credit added,5000,0,26,5200,251,13
201447098,2017-11-06 12:47:29,free credit substituted,200,0,26,5000,251,13
201447098,2017-11-06 12:47:41,vend with free credit,350,4,26,4650,251,13
201447098,2017-11-06 12:48:28,vend with free credit,500,0,26,4150,251,13
201447098,2017-11-06 12:53:50,vend with free credit,700,0,171,3950,251,13
201447098,2017-11-06 12:56:20,vend with free credit,400,5,701,1400,251,13
201447098,2017-11-06 13:01:21,free credit added,5000,0,24,5200,251,13
201447098,2017-11-06 13:01:21,free credit substituted,200,0,24,5000,251,13
201447098,2017-11-06 13:01:29,vend with free credit,800,0,24,4200,251,13
201447098,2017-11-06 13:01:43,vend with free credit,800,0,24,3400,251,13
201447098,2017-11-06 13:02:02,vend with free credit,800,0,24,2600,251,13
201447098,2017-11-06 13:02:24,vend with free credit,800,0,24,1800,251,13
201447098,2017-11-06 13:06:35,vend with free credit,600,0,506,3100,251,13
201447098,2017-11-06 13:50:52,free credit added,5000,0,172,7050,251,13
201447098,2017-11-06 13:50:52,free credit substituted,100,0,172,6950,251,13
201447098,2017-11-06 13:51:06,vend with free credit,400,5,172,6550,251,13
201447098,2017-11-06 14:35:04,free credit added,5000,0,29,5350,251,13
201447098,2017-11-06 14:35:28,vend with free credit,500,0,29,4850,251,13
201447098,2017-11-06 14:35:54,recharge,400,0,29,5250,251,13
201447098,2017-11-06 14:36:27,vend with free credit,850,0,29,4400,251,13
201447098,2017-11-06 14:55:01,vend with free credit,800,0,679,2800,251,13
201447098,2017-11-06 22:25:17,vend paid with cash,850,0,0,0,251,13
201447098,2017-11-07 03:06:36,vend with free credit,350,4,83,2200,251,13
201447098,2017-11-07 03:21:39,vend with free credit,400,5,22,3700,251,13
201447098,2017-11-07 03:28:42,vend with free credit,350,4,17,4360,251,13
201447098,2017-11-07 03:35:47,vend with free credit,350,4,134,2950,251,13
201447098,2017-11-07 03:39:32,recharge,1000,0,88,1000,251,13
201447098,2017-11-07 03:39:39,recharge,1000,0,88,2000,251,13
201447098,2017-11-07 03:39:47,vend with credit,1300,0,88,700,251,13
201447098,2017-11-07 03:58:09,vend with free credit,350,4,41,3600,251,13
201447098,2017-11-07 04:33:27,vend with free credit,350,4,677,2800,251,13
201447098,2017-11-07 04:49:16,vend with free credit,350,4,167,3900,251,13
201447098,2017-11-07 04:50:34,vend with free credit,350,4,166,4000,251,13
201447098,2017-11-07 04:52:01,vend with free credit,350,4,82,2900,251,13
201447098,2017-11-07 05:27:53,vend with credit,500,0,88,200,251,13
201447098,2017-11-07 05:30:12,vend with free credit,850,0,163,2450,251,13
201447098,2017-11-07 05:48:59,free credit added,5000,0,465,5050,251,13
201447098,2017-11-07 05:48:59,free credit substituted,50,0,465,5000,251,13
201447098,2017-11-07 05:49:13,vend with free credit,400,5,465,4600,251,13
201447098,2017-11-07 05:49:30,vend with free credit,400,5,465,4200,251,13
201447098,2017-11-07 05:50:05,recharge,2000,0,173,2000,251,13
201447098,2017-11-07 05:50:13,vend with credit,500,0,173,1500,251,13
201447098,2017-11-07 06:02:28,vend with free credit,500,0,180,3000,251,13
201447098,2017-11-07 06:23:08,vend with free credit,350,4,87,4150,251,13
201447098,2017-11-07 06:30:30,vend with free credit,700,0,135,4650,251,13
201447098,2017-11-07 06:34:42,vend with free credit,800,0,130,3150,251,13
201447098,2017-11-07 06:49:07,vend with free credit,800,0,677,2000,251,13
201447098,2017-11-07 07:27:27,vend with free credit,700,0,735,3950,251,13
201447098,2017-11-07 07:27:44,vend with free credit,400,5,735,3550,251,13
201447098,2017-11-07 07:28:17,vend with free credit,400,5,23,4250,251,13
201447098,2017-11-07 07:28:36,vend with free credit,400,5,23,3850,251,13
201447098,2017-11-07 07:36:43,free credit added,5000,0,128,5100,251,13
201447098,2017-11-07 07:36:43,free credit substituted,100,0,128,5000,251,13
201447098,2017-11-07 07:36:57,vend with free credit,700,0,128,4300,251,13
201447098,2017-11-07 08:06:13,vend with free credit,700,0,677,1300,251,13
201447098,2017-11-07 08:12:00,vend with free credit,700,0,42,1400,251,13
201447098,2017-11-07 08:12:22,recharge,100,0,42,1500,251,13
201447098,2017-11-07 08:20:49,vend with free credit,700,0,737,2850,251,13
201447098,2017-11-07 08:45:34,vend with free credit,500,0,319,4150,251,13
201447098,2017-11-07 09:27:18,vend with free credit,350,4,40,3950,251,13
201447098,2017-11-07 09:40:17,vend with free credit,800,0,32,2500,251,13
201447098,2017-11-07 09:50:58,vend with free credit,800,0,51,3300,251,13
201447098,2017-11-07 09:51:48,vend with free credit,400,5,180,2600,251,13
201447098,2017-11-07 09:58:37,vend with free credit,700,0,701,700,251,13
201447098,2017-11-07 10:39:16,recharge,1000,0,88,1200,251,13
201447098,2017-11-07 10:39:24,vend with credit,400,5,88,800,251,13
201447098,2017-11-07 10:54:08,vend with free credit,400,5,130,2750,251,13
201447098,2017-11-07 10:54:50,vend with free credit,350,4,162,3600,251,13
201447098,2017-11-07 11:06:01,vend with free credit,600,0,128,3700,251,13
201447098,2017-11-07 11:11:01,vend with credit,700,0,173,800,251,13
201447098,2017-11-07 11:12:02,vend with free credit,700,0,738,3600,251,13
201447098,2017-11-07 11:12:20,vend with free credit,400,5,738,3200,251,13
201447098,2017-11-07 11:12:38,vend with free credit,700,0,34,2200,251,13
201447098,2017-11-07 11:33:55,vend paid with cash,500,0,0,0,251,13
201447098,2017-11-07 11:51:32,vend paid with cash,600,0,0,0,251,13
201447098,2017-11-07 12:31:01,vend with free credit,350,4,135,4300,251,13
201447098,2017-11-07 12:32:41,vend with free credit,400,5,180,2200,251,13
201447098,2017-11-07 12:36:02,vend with free credit,800,0,17,3560,251,13
201447098,2017-11-07 12:39:28,vend with free credit,400,5,697,3050,251,13
201447098,2017-11-07 12:55:00,recharge,100,0,88,900,251,13
201447098,2017-11-07 12:55:02,recharge,100,0,88,1000,251,13
201447098,2017-11-07 12:55:03,recharge,100,0,88,1100,251,13
201447098,2017-11-07 12:55:04,recharge,100,0,88,1200,251,13
201447098,2017-11-07 12:55:05,recharge,100,0,88,1300,251,13
201447098,2017-11-07 12:55:16,vend with credit,500,0,88,800,251,13
201447098,2017-11-07 12:55:55,vend with free credit,400,5,319,3750,251,13
201447098,2017-11-07 13:26:14,vend paid with cash,500,0,0,0,251,13
201447098,2017-11-07 13:35:54,vend with free credit,600,0,593,3200,251,13
201447098,2017-11-07 13:45:43,vend with free credit,350,4,85,4250,251,13
201447098,2017-11-07 13:47:10,vend with free credit,350,4,133,3600,251,13
201447098,2017-11-07 13:54:19,vend with free credit,500,0,172,6050,251,13
201447098,2017-11-07 14:11:15,vend with free credit,350,4,679,2450,251,13
201447098,2017-11-07 14:16:26,vend with credit,700,0,88,100,251,13
201447098,2017-11-07 16:02:19,vend with free credit,700,0,319,3050,251,13
201447098,2017-11-07 19:43:40,recharge,100,0,29,4500,251,13
201447098,2017-11-07 19:43:52,vend with free credit,850,0,29,3650,251,13
201447098,2017-11-08 02:56:43,vend with free credit,400,5,128,3300,251,13
201447098,2017-11-08 03:06:26,vend with free credit,950,0,83,1250,251,13
201447098,2017-11-08 03:06:42,vend with free credit,350,4,83,900,251,13
201447098,2017-11-08 03:07:35,vend with free credit,500,0,22,3200,251,13
201447098,2017-11-08 03:41:39,vend with free credit,500,0,180,1700,251,13
201447098,2017-11-08 03:48:18,vend with free credit,350,4,697,2700,251,13
201447098,2017-11-08 04:15:28,vend with free credit,500,0,42,1000,251,13
201447098,2017-11-08 04:30:21,recharge,5000,0,173,5800,251,13
201447098,2017-11-08 04:30:42,vend with credit,700,0,173,5100,251,13
201447098,2017-11-08 04:30:54,vend with credit,350,4,173,4750,251,13
201447098,2017-11-08 04:38:00,vend with free credit,350,4,135,3950,251,13
201447098,2017-11-08 04:39:59,vend with free credit,500,0,31,4000,251,13
201447098,2017-11-08 04:51:56,vend with free credit,350,4,167,3550,251,13
201447098,2017-11-08 04:52:49,vend with free credit,350,4,166,3650,251,13
201447098,2017-11-08 05:10:50,vend with free credit,400,5,161,3600,251,13
201447098,2017-11-08 05:11:04,vend with free credit,850,0,161,2750,251,13
201447098,2017-11-08 05:47:08,vend with free credit,350,4,136,4300,251,13
201447098,2017-11-08 05:48:13,vend with free credit,350,4,133,4300,251,13
201447098,2017-11-08 06:03:27,vend paid with cash,800,0,0,0,251,13
201447098,2017-11-08 06:09:06,vend with free credit,500,0,313,3650,251,13
201447098,2017-11-08 06:27:25,vend paid with cash,400,5,0,0,251,13
201447098,2017-11-08 06:27:40,vend with free credit,350,4,87,3800,251,13
201447098,2017-11-08 06:40:23,vend with free credit,400,5,7,3800,251,13
201447098,2017-11-08 06:51:14,vend with free credit,350,4,41,3250,251,13
201447098,2017-11-08 06:54:48,vend with free credit,400,5,44,3950,251,13
201447098,2017-11-08 06:55:27,vend with free credit,350,4,17,3210,251,13
201447098,2017-11-08 06:59:41,vend with free credit,350,4,743,3950,251,13
201447098,2017-11-08 07:05:29,vend with free credit,400,5,742,2100,251,13
201447098,2017-11-08 07:46:55,vend with free credit,350,4,40,3600,251,13
201447098,2017-11-08 07:56:44,vend with free credit,400,5,264,3000,251,13
201447098,2017-11-08 09:01:27,vend with free credit,350,4,701,350,251,13
201447098,2017-11-08 09:02:38,vend paid with cash,350,4,0,0,251,13
201447098,2017-11-08 09:16:34,vend with free credit,350,4,40,3250,251,13
201447098,2017-11-08 09:16:48,vend with free credit,350,4,40,2900,251,13
201447098,2017-11-08 09:21:12,free credit added,5000,0,194,5000,251,13
201447098,2017-11-08 09:25:09,vend with free credit,850,0,128,2450,251,13
201447098,2017-11-08 09:47:25,vend with free credit,850,0,32,1650,251,13
201447098,2017-11-08 10:17:13,free credit added,5000,0,84,5300,251,13
201447098,2017-11-08 10:17:13,free credit substituted,300,0,84,5000,251,13
201447098,2017-11-08 10:17:24,vend with free credit,500,0,84,4500,251,13
201447098,2017-11-08 10:17:44,vend with free credit,800,0,84,3700,251,13
201447098,2017-11-08 10:53:26,vend with free credit,700,0,677,600,251,13
201447098,2017-11-08 11:07:30,vend with credit,850,0,173,3400,251,13
201447098,2017-11-08 11:24:33,free credit added,5000,0,192,5150,251,13
201447098,2017-11-08 11:24:33,free credit substituted,150,0,192,5000,251,13
201447098,2017-11-08 11:24:41,vend with free credit,400,5,192,4600,251,13
201447098,2017-11-08 11:24:56,vend with free credit,700,0,192,3900,251,13
201447098,2017-11-08 12:01:44,vend with free credit,700,0,187,2900,251,13
201447098,2017-11-08 12:13:26,vend with free credit,350,4,6,3680,251,13
201447098,2017-11-08 12:25:21,vend with free credit,1300,0,264,1700,251,13
201447098,2017-11-08 12:25:38,vend with free credit,700,0,264,1000,251,13
201447098,2017-11-08 12:26:11,vend with free credit,700,0,103,4300,251,13
201447098,2017-11-08 12:26:35,vend with free credit,500,0,184,2800,251,13
201447098,2017-11-08 12:48:36,vend with free credit,700,0,172,5350,251,13
201447098,2017-11-08 12:57:24,vend with free credit,350,4,738,2850,251,13
